Date,No_of_Accidents,Tithi,Nakshtra,Karna,Yoga,Ayanamsa,Rashi
07-01-2020,3333,Ekadasi,Kruthika,Vishti,Subha,"24 7'58""",Vrushabha
12-04-2021,3333,Amavasya,Revathi,Nagava,Vaidhruthi,"24 9'0""",Meena
18-09-2017,3333,Trayodasi,Makha,Garaja,Siddha,"24 6'8""",Simha
19-04-2021,3330,Sapthami,Aarudra,Garaja,Sukarman,"24 9'1""",Mithuna
24-02-2020,3330,Padyami,Satabhisham,Kimstughana,Siva,"24 8'5""",Kumbha
06-02-2018,3330,Shasti,Chitta,Vanija,Soola,"24 6'27""",Tula
09-10-2022,3329,Chaturdasi,Uttara-Bhadra,Vanija,Dhruva,"24 10'20""",Meena
18-08-2021,3329,Dasami,Jyesta,Garaja,Vishkambha,"24 9'21""",Vrushchika
29-08-2017,3326,Ashtami,Anuradha,Vishti,Vaidhruthi,"24 6'7""",Vrushchika
09-10-2021,3325,Thadiya,Visakha,Garaja,Prithi,"24 9'26""",Tula
23-03-2018,3320,Shasti,Rohini,Taitula,Prithi,"24 6'32""",Vrushabha
13-12-2018,3318,Shasti,Dhanista,Kaulava,Harshana,"24 7'5""",Makara
22-11-2019,3313,Dasami,Uttara,Vishti,Vishkambha,"24 7'50""",Kanya
25-04-2018,3312,Dasami,Makha,Garaja,Vridhi,"24 6'35""",Simha
19-04-2018,3312,Thadiya,Rohini,Garaja,Saubhagya,"24 6'34""",Vrushabha
29-01-2020,3309,Chavithi,Purva-Bhadra,Vishti,Parigha,"24 8'2""",Kumbha
09-03-2021,3308,Ekadasi,Uttara-Shaada,Bawa,Variyan,"24 8'57""",Dhanu
02-01-2022,3308,Chaturdasi,Mula,Sakuna,Vridhi,"24 9'40""",Dhanu
24-10-2021,3305,Thadiya,Rohini,Vishti,Variyan,"24 9'28""",Vrushabha
06-10-2017,3305,Padyami,Revathi,Balava,Dhruva,"24 6'10""",Meena
05-10-2017,3304,Chaturdasi,Uttara-Bhadra,Vanija,Vridhi,"24 6'10""",Meena
30-12-2019,3299,Chavithi,Dhanista,Vishti,Vajra,"24 7'57""",Makara
01-03-2018,3299,Chaturdasi,Aslesha,Vanija,Atiganda,"24 6'30""",Karkataka
08-02-2018,3299,Ashtami,Visakha,Kaulava,Vridhi,"24 6'27""",Tula
19-02-2020,3298,Ekadasi,Mula,Bawa,Vajra,"24 8'4""",Dhanu
13-02-2018,3298,Trayodasi,Purva-Shada,Garaja,Siddhi,"24 6'28""",Dhanu
26-09-2019,3297,Dvadasi,Aslesha,Taitula,Siddha,"24 7'43""",Karkataka
23-02-2018,3296,Sapthami,Kruthika,Vanija,Indra,"24 6'29""",Vrushabha
21-02-2019,3296,Vidhiya,Pubha,Taitula,Sukarman,"24 7'16""",Simha
20-02-2019,3295,Padyami,Makha,Balava,Atiganda,"24 7'16""",Simha
03-08-2017,3294,Ekadasi,Jyesta,Vanija,Indra,"24 6'4""",Vrushchika
13-04-2021,3294,Padyami,Ashwini,Bawa,Vishkambha,"24 9'1""",Mesha
20-04-2020,3293,Trayodasi,Purva-Bhadra,Garaja,Indra,"24 8'10""",Meena
07-08-2021,3293,Chaturdasi,Punarwasu,Vishti,Vajra,"24 9'19""",Mithuna
06-01-2020,3292,Dasami,Bharani,Garaja,Sadhya,"24 7'58""",Mesha
24-09-2018,3292,Chaturdasi,Purva-Bhadra,Vanija,Soola,"24 6'55""",Kumbha
15-01-2019,3290,Navami,Ashwini,Balava,Siddha,"24 7'11""",Mesha
14-11-2019,3290,Vidhiya,Rohini,Taitula,Parigha,"24 7'49""",Vrushabha
14-08-2017,3288,Sapthami,Ashwini,Vishti,Ganda,"24 6'5""",Mesha
02-01-2021,3288,Thadiya,Aslesha,Vishti,Vishkambha,"24 8'48""",Karkataka
25-09-2017,3287,Panchami,Visakha,Bawa,Vishkambha,"24 6'9""",Vrushchika
03-01-2021,3287,Chaviti,Makha,Balava,Prithi,"24 8'48""",Simha
28-11-2018,3284,Shasti,Pushyami,Garaja,Bramha,"24 7'3""",Karkataka
22-02-2018,3281,Shasti,Bharani,Taitula,Bramha,"24 6'29""",Mesha
02-02-2018,3280,Vidhiya,Makha,Taitula,Sobhana,"24 6'27""",Simha
24-04-2018,3279,Navami,Aslesha,Balava,Ganda,"24 6'34""",Karkataka
07-12-2018,3277,Amavasya,Anuradha,Nagava,Dhrithi,"24 7'4""",Vrushchika
12-10-2017,3277,Sapthami,Aarudra,Bawa,Parigha,"24 6'10""",Mithuna
08-01-2020,3276,Dvadasi,Rohini,Balava,Sukla,"24 7'58""",Vrushabha
16-04-2020,3276,Navami,Sravanam,Taitula,Sadhya,"24 8'10""",Makara
16-02-2018,3273,Amavasya,Dhanista,Nagava,Parigha,"24 6'28""",Kumbha
05-04-2021,3272,Ashtami,Purva-Shada,Kaulava,Siva,"24 9'0""",Dhanu
27-09-2018,3270,Vidhiya,Revathi,Garaja,Dhruva,"24 6'55""",Meena
11-05-2018,3269,Ekadasi,Purva-Bhadra,Bawa,Vaidhruthi,"24 6'36""",Kumbha
04-12-2017,3268,Padyami,Rohini,Balava,Siddha,"24 6'17""",Vrushabha
20-10-2017,3267,Padyami,Chitta,Kimstughana,Vishkambha,"24 6'11""",Tula
15-08-2017,3267,Ashtami,Bharani,Balava,Vridhi,"24 6'5""",Mesha
16-12-2016,3266,Thadiya,Punarwasu,Vanija,Bramha,"24 5'34""",Mithuna
12-09-2018,3264,Thadiya,Hasta,Taitula,Sukla,"24 6'54""",Kanya
31-08-2017,3260,Navami,Jyesta,Kaulava,Vishkambha,"24 6'7""",Vrushchika
02-03-2021,3258,Thadiya,Hasta,Vishti,Ganda,"24 8'56""",Kanya
03-05-2018,3257,Thadiya,Jyesta,Vishti,Parigha,"24 6'35""",Vrushchika
10-10-2017,3257,Panchami,Rohini,Taitula,Vyatipata,"24 6'10""",Vrushabha
07-04-2021,3256,Dasami,Sravanam,Vishti,Sadhya,"24 9'0""",Makara
21-09-2018,3254,Ekadasi,Sravanam,Vishti,Atiganda,"24 6'55""",Makara
09-04-2019,3254,Chavithi,Kruthika,Vanija,Ayushman,"24 7'20""",Vrushabha
10-04-2019,3253,Panchami,Rohini,Bawa,Saubhagya,"24 7'20""",Vrushabha
22-10-2018,3252,Trayodasi,Purva-Bhadra,Kaulava,Dhruva,"24 6'58""",Kumbha
10-12-2018,3249,Thadiya,Purva-Shada,Taitula,Vridhi,"24 7'5""",Dhanu
01-03-2019,3249,Dasami,Mula,Vishti,Siddhi,"24 7'17""",Dhanu
25-09-2022,3247,Chaturdasi,Pubha,Sakuna,Subha,"24 10'19""",Simha
05-04-2019,3244,Amavasya,Uttara-Bhadra,Chatushpada,Indra,"24 7'20""",Meena
11-09-2022,3242,Padyami,Purva-Bhadra,Balava,Soola,"24 10'17""",Kumbha
20-09-2018,3241,Ekadasi,Uttara-Shaada,Vanija,Sobhana,"24 6'55""",Makara
19-10-2017,3240,Amavasya,Hasta,Chatushpada,Vaidhruthi,"24 6'11""",Kanya
14-03-2018,3239,Dvadasi,Sravanam,Kaulava,Siva,"24 6'31""",Makara
12-09-2017,3237,Shasti,Kruthika,Vanija,Harshana,"24 6'8""",Vrushabha
17-04-2020,3236,Dasami,Dhanista,Vanija,Subha,"24 8'10""",Makara
09-10-2017,3235,Chaviti,Kruthika,Bawa,Siddhi,"24 6'10""",Vrushabha
31-07-2021,3235,Sapthami,Ashwini,Bawa,Soola,"24 9'18""",Mesha
24-03-2021,3235,Dasami,Pushyami,Garaja,Atiganda,"24 8'59""",Karkataka
07-08-2022,3234,Navami,Anuradha,Kaulava,Bramha,"24 10'13""",Vrushchika
12-03-2018,3229,Dasami,Purva-Shada,Vishti,Variyan,"24 6'31""",Dhanu
14-09-2018,3229,Panchami,Visakha,Bawa,Vaidhruthi,"24 6'54""",Tula
30-01-2020,3228,Panchami,Uttara-Bhadra,Balava,Siva,"24 8'2""",Meena
28-08-2017,3226,Sapthami,Visakha,Garaja,Indra,"24 6'6""",Tula
18-09-2018,3225,Navami,Mula,Balava,Saubhagya,"24 6'55""",Dhanu
26-04-2018,3224,Ekadasi,Pubha,Vishti,Dhruva,"24 6'35""",Simha
14-08-2021,3223,Shasti,Chitta,Taitula,Subha,"24 9'20""",Tula
12-03-2021,3222,Chaturdasi,Satabhisham,Vishti,Siddha,"24 8'57""",Kumbha
12-02-2018,3221,Dvadasi,Purva-Shada,Kaulava,Vajra,"24 6'28""",Dhanu
04-03-2020,3219,Navami,Mrugasira,Balava,Prithi,"24 8'6""",Mithuna
01-08-2017,3219,Navami,Visakha,Kaulava,Sukla,"24 6'3""",Tula
28-04-2020,3217,Panchami,Aarudra,Bawa,Sukarman,"24 8'11""",Mithuna
28-09-2018,3217,Thadiya,Ashwini,Vishti,Vyaghata,"24 6'55""",Mesha
17-01-2019,3216,Ekadasi,Kruthika,Vanija,Subha,"24 7'11""",Vrushabha
17-10-2020,3211,Padyami,Chitta,Kimstughana,Vaidhruthi,"24 8'35""",Kanya
02-05-2018,3210,Vidhiya,Anuradha,Garaja,Variyan,"24 6'35""",Vrushchika
20-04-2018,3207,Panchami,Mrugasira,Bawa,Sobhana,"24 6'34""",Vrushabha
17-05-2018,3205,Vidhiya,Rohini,Kaulava,Sukarman,"24 6'37""",Vrushabha
13-03-2022,3203,Dasami,Punarwasu,Garaja,Saubhagya,"24 9'50""",Mithuna
26-02-2018,3202,Ekadasi,Aarudra,Vanija,Ayushman,"24 6'29""",Mithuna
09-03-2018,3202,Sapthami,Jyesta,Bawa,Vajra,"24 6'30""",Vrushchika
22-05-2022,3201,Sapthami,Dhanista,Vishti,Bramha,"24 9'59""",Makara
31-01-2018,3201,Punnami,Pushyami,Vishti,Prithi,"24 6'26""",Karkataka
23-10-2017,3200,Thadiya,Anuradha,Garaja,Saubhagya,"24 6'11""",Vrushchika
30-05-2022,3200,Amavasya,Kruthika,Chatushpada,Sukarman,"24 10'0""",Vrushabha
10-09-2018,3200,Padyami,Pubha,Kimstughana,Sadhya,"24 6'54""",Simha
15-05-2018,3198,Amavasya,Bharani,Chatushpada,Saubhagya,"24 6'37""",Mesha
04-04-2018,3197,Chaviti,Visakha,Bawa,Vajra,"24 6'33""",Tula
12-04-2019,3192,Sapthami,Aarudra,Garaja,Atiganda,"24 7'20""",Mithuna
26-02-2019,3191,Sapthami,Anuradha,Bawa,Vyaghata,"24 7'16""",Vrushchika
28-11-2017,3190,Navami,Purva-Bhadra,Kaulava,Harshana,"24 6'16""",Kumbha
09-11-2017,3188,Shasti,Punarwasu,Garaja,Sadhya,"24 6'13""",Mithuna
28-01-2019,3187,Ashtami,Swati,Balava,Soola,"24 7'13""",Tula
07-01-2019,3186,Padyami,Uttara-Shaada,Bawa,Vyaghata,"24 7'9""",Makara
10-05-2018,3186,Dasami,Satabhisham,Vanija,Indra,"24 6'36""",Kumbha
20-11-2017,3186,Vidhiya,Jyesta,Balava,Sukarman,"24 6'15""",Vrushchika
17-10-2017,3185,Trayodasi,Pubha,Garaja,Bramha,"24 6'11""",Simha
25-02-2019,3185,Shasti,Visakha,Vanija,Dhruva,"24 7'16""",Tula
25-01-2018,3184,Ashtami,Ashwini,Vishti,Sadhya,"24 6'25""",Mesha
18-04-2018,3184,Vidhiya,Bharani,Kaulava,Ayushman,"24 6'34""",Mesha
27-02-2023,3177,Ashtami,Kruthika,Vishti,Vaidhruthi,"24 10'43""",Vrushabha
26-03-2018,3175,Navami,Punarwasu,Kaulava,Atiganda,"24 6'32""",Mithuna
02-10-2017,3173,Ekadasi,Dhanista,Vishti,Dhrithi,"24 6'9""",Makara
04-10-2021,3171,Trayodasi,Makha,Garaja,Subha,"24 9'26""",Simha
16-05-2018,3169,Padyami,Kruthika,Kimstughana,Sobhana,"24 6'37""",Vrushabha
27-01-2020,3167,Vidhiya,Dhanista,Kaulava,Vyatipata,"24 8'1""",Kumbha
25-05-2018,3166,Ekadasi,Hasta,Vanija,Siddhi,"24 6'38""",Kanya
18-09-2019,3166,Chaviti,Ashwini,Bawa,Vyaghata,"24 7'43""",Mesha
08-03-2021,3164,Dasami,Purva-Shada,Vanija,Vyatipata,"24 8'57""",Dhanu
05-01-2018,3163,Chaviti,Aslesha,Bawa,Prithi,"24 6'22""",Karkataka
03-07-2021,3162,Navami,Revathi,Taitula,Atiganda,"24 9'13""",Meena
06-03-2019,3162,Amavasya,Satabhisham,Chatushpada,Siddha,"24 7'17""",Kumbha
02-10-2022,3160,Sapthami,Jyesta,Garaja,Saubhagya,"24 10'19""",Vrushchika
27-02-2018,3160,Dvadasi,Punarwasu,Bawa,Saubhagya,"24 6'29""",Karkataka
11-08-2017,3158,Chaviti,Purva-Bhadra,Bawa,Sukarman,"24 6'5""",Meena
03-04-2018,3157,Thadiya,Swati,Vanija,Harshana,"24 6'32""",Tula
23-03-2021,3153,Navami,Punarwasu,Kaulava,Sobhana,"24 8'58""",Mithuna
21-04-2021,3152,Navami,Pushyami,Balava,Soola,"24 9'2""",Karkataka
06-03-2018,3152,Panchami,Swati,Kaulava,Dhruva,"24 6'30""",Tula
19-06-2022,3149,Shasti,Dhanista,Garaja,Vishkambha,"24 10'4""",Kumbha
31-05-2021,3149,Panchami,Sravanam,Taitula,Bramha,"24 9'7""",Makara
02-08-2017,3148,Dasami,Anuradha,Taitula,Bramha,"24 6'3""",Vrushchika
27-04-2018,3148,Dvadasi,Uttara,Balava,Vyaghata,"24 6'35""",Kanya
16-04-2018,3148,Amavasya,Revathi,Nagava,Vaidhruthi,"24 6'34""",Meena
29-03-2021,3147,Padyami,Hasta,Balava,Dhruva,"24 8'59""",Kanya
05-03-2019,3147,Chaturdasi,Dhanista,Vishti,Siva,"24 7'17""",Makara
30-01-2018,3146,Trayodasi,Punarwasu,Taitula,Vishkambha,"24 6'26""",Mithuna
09-04-2018,3141,Ashtami,Uttara-Shaada,Kaulava,Siva,"24 6'33""",Makara
30-08-2017,3140,Ashtami,Jyesta,Bawa,Vishkambha,"24 6'7""",Vrushchika
11-03-2020,3139,Vidhiya,Hasta,Taitula,Ganda,"24 8'6""",Kanya
21-08-2017,3137,Chaturdasi,Aslesha,Sakuna,Variyan,"24 6'6""",Karkataka
31-08-2018,3137,Panchami,Ashwini,Kaulava,Vridhi,"24 6'53""",Mesha
30-05-2018,3137,Padyami,Jyesta,Balava,Siddha,"24 6'39""",Vrushchika
05-12-2018,3136,Trayodasi,Swati,Vanija,Atiganda,"24 7'4""",Tula
13-05-2020,3136,Shasti,Uttara-Shaada,Vanija,Subha,"24 8'13""",Makara
14-01-2019,3135,Ashtami,Revathi,Vishti,Siva,"24 7'11""",Meena
08-04-2019,3135,Thadiya,Bharani,Taitula,Prithi,"24 7'20""",Mesha
06-02-2022,3134,Panchami,Revathi,Balava,Sadhya,"24 9'46""",Meena
25-03-2020,3132,Padyami,Uttara-Bhadra,Kimstughana,Bramha,"24 8'8""",Meena
23-05-2018,3128,Navami,Pubha,Balava,Harshana,"24 6'38""",Simha
08-02-2019,3125,Thadiya,Purva-Bhadra,Garaja,Siva,"24 7'14""",Kumbha
04-05-2018,3123,Chaviti,Mula,Balava,Siva,"24 6'36""",Dhanu
16-03-2018,3122,Chaturdasi,Satabhisham,Vishti,Sadhya,"24 6'31""",Kumbha
10-08-2017,3122,Thadiya,Satabhisham,Vanija,Atiganda,"24 6'4""",Kumbha
27-03-2020,3121,Thadiya,Ashwini,Taitula,Vaidhruthi,"24 8'8""",Mesha
05-12-2021,3120,Padyami,Jyesta,Bawa,Dhrithi,"24 9'35""",Vrushchika
01-05-2018,3119,Padyami,Visakha,Kaulava,Vyatipata,"24 6'35""",Tula
18-09-2021,3119,Dvadasi,Sravanam,Balava,Sukarman,"24 9'24""",Makara
29-01-2018,3119,Dvadasi,Mrugasira,Balava,Vaidhruthi,"24 6'26""",Mithuna
25-03-2021,3118,Ekadasi,Aslesha,Vishti,Sukarman,"24 8'59""",Karkataka
28-08-2018,3117,Vidhiya,Purva-Bhadra,Taitula,Dhrithi,"24 6'53""",Kumbha
24-10-2017,3114,Chavithi,Jyesta,Vishti,Sobhana,"24 6'11""",Vrushchika
12-06-2021,3114,Vidhiya,Aarudra,Balava,Ganda,"24 9'10""",Mithuna
22-03-2021,3114,Ashtami,Aarudra,Bawa,Saubhagya,"24 8'58""",Mithuna
21-04-2020,3112,Trayodasi,Uttara-Bhadra,Vanija,Vaidhruthi,"24 8'11""",Meena
16-05-2019,3106,Dvadasi,Hasta,Balava,Siddhi,"24 7'25""",Kanya
26-08-2019,3106,Dasami,Mrugasira,Vishti,Vajra,"24 7'40""",Mithuna
15-02-2018,3106,Amavasya,Sravanam,Chatushpada,Variyan,"24 6'28""",Makara
13-09-2018,3101,Chavithi,Chitta,Vanija,Bramha,"24 6'54""",Tula
10-01-2019,3100,Chavithi,Dhanista,Vanija,Siddhi,"24 7'10""",Kumbha
24-05-2018,3098,Dasami,Uttara,Taitula,Vajra,"24 6'38""",Simha
30-11-2016,3098,Padyami,Jyesta,Kimstughana,Sukarman,"24 5'31""",Vrushchika
11-04-2018,3096,Dasami,Dhanista,Vishti,Sadhya,"24 6'33""",Makara
08-10-2020,3095,Shasti,Mrugasira,Garaja,Vyatipata,"24 8'34""",Vrushabha
21-08-2021,3094,Chaturdasi,Sravanam,Garaja,Saubhagya,"24 9'21""",Makara
16-08-2018,3091,Panchami,Chitta,Balava,Subha,"24 6'51""",Kanya
14-02-2023,3090,Ashtami,Visakha,Kaulava,Dhruva,"24 10'41""",Vrushchika
20-03-2019,3089,Chaturdasi,Pubha,Vanija,Soola,"24 7'18""",Simha
18-10-2017,3088,Chaturdasi,Uttara,Vishti,Indra,"24 6'11""",Kanya
21-12-2017,3088,Thadiya,Uttara-Shaada,Taitula,Dhruva,"24 6'20""",Makara
18-03-2020,3088,Navami,Purva-Shada,Garaja,Variyan,"24 8'7""",Dhanu
10-08-2018,3088,Chaturdasi,Punarwasu,Vishti,Siddhi,"24 6'51""",Karkataka
15-02-2019,3087,Dasami,Mrugasira,Taitula,Vaidhruthi,"24 7'15""",Vrushabha
16-11-2017,3087,Trayodasi,Chitta,Garaja,Ayushman,"24 6'14""",Kanya
08-10-2018,3085,Chaturdasi,Uttara,Sakuna,Bramha,"24 6'56""",Kanya
10-07-2022,3082,Ekadasi,Visakha,Vanija,Sadhya,"24 10'8""",Tula
30-05-2019,3082,Ekadasi,Revathi,Bawa,Ayushman,"24 7'27""",Meena
22-05-2019,3082,Thadiya,Mula,Vishti,Sadhya,"24 7'25""",Dhanu
21-11-2019,3079,Navami,Pubha,Garaja,Vaidhruthi,"24 7'50""",Simha
29-11-2016,3077,Amavasya,Anuradha,Chatushpada,Atiganda,"24 5'31""",Vrushchika
03-01-2018,3076,Padyami,Punarwasu,Kaulava,Indra,"24 6'22""",Mithuna
17-02-2020,3075,Navami,Anuradha,Taitula,Vyaghata,"24 8'4""",Vrushchika
17-04-2018,3075,Padyami,Ashwini,Bawa,Prithi,"24 6'34""",Mesha
21-02-2018,3073,Panchami,Ashwini,Balava,Sukla,"24 6'29""",Mesha
08-05-2018,3072,Ashtami,Sravanam,Balava,Sukla,"24 6'36""",Makara
14-09-2020,3070,Ekadasi,Pushyami,Balava,Parigha,"24 8'32""",Karkataka
11-09-2017,3070,Panchami,Bharani,Taitula,Vyaghata,"24 6'8""",Mesha
08-03-2019,3069,Vidhiya,Uttara-Bhadra,Balava,Subha,"24 7'17""",Meena
07-08-2017,3064,Punnami,Uttara-Shaada,Vishti,Ayushman,"24 6'4""",Makara
06-06-2018,3064,Sapthami,Satabhisham,Bawa,Vishkambha,"24 6'40""",Kumbha
22-08-2018,3064,Ekadasi,Purva-Shada,Vishti,Prithi,"24 6'52""",Dhanu
19-02-2019,3064,Chaturdasi,Aslesha,Vanija,Sobhana,"24 7'16""",Karkataka
04-01-2019,3062,Trayodasi,Jyesta,Vanija,Ganda,"24 7'9""",Vrushchika
01-02-2018,3061,Padyami,Aslesha,Balava,Ayushman,"24 6'26""",Karkataka
27-02-2022,3061,Ekadasi,Purva-Shada,Balava,Vyatipata,"24 9'49""",Dhanu
08-01-2019,3060,Vidhiya,Sravanam,Kaulava,Harshana,"24 7'10""",Makara
02-03-2020,3058,Sapthami,Kruthika,Vanija,Vaidhruthi,"24 8'6""",Vrushabha
26-09-2020,3058,Dasami,Uttara-Shaada,Taitula,Atiganda,"24 8'33""",Makara
16-10-2017,3057,Ekadasi,Makha,Balava,Sukla,"24 6'11""",Simha
11-04-2019,3057,Shasti,Mrugasira,Kaulava,Sobhana,"24 7'20""",Mithuna
13-08-2019,3057,Trayodasi,Purva-Shada,Taitula,Prithi,"24 7'39""",Dhanu
26-06-2022,3054,Dvadasi,Kruthika,Taitula,Dhrithi,"24 10'5""",Vrushabha
06-09-2021,3053,Chaturdasi,Makha,Sakuna,Siva,"24 9'23""",Simha
25-02-2020,3047,Vidhiya,Purva-Bhadra,Balava,Siddha,"24 8'5""",Kumbha
03-01-2020,3047,Ashtami,Uttara-Bhadra,Vishti,Parigha,"24 7'57""",Meena
02-04-2019,3046,Dvadasi,Satabhisham,Taitula,Subha,"24 7'20""",Kumbha
20-11-2019,3045,Ashtami,Makha,Balava,Indra,"24 7'50""",Simha
29-05-2018,3044,Punnami,Anuradha,Vishti,Siva,"24 6'39""",Vrushchika
12-04-2018,3040,Ekadasi,Dhanista,Balava,Subha,"24 6'33""",Kumbha
26-01-2018,3035,Navami,Bharani,Balava,Subha,"24 6'26""",Mesha
18-05-2018,3032,Thadiya,Mrugasira,Garaja,Dhrithi,"24 6'37""",Mithuna
14-08-2019,3032,Chaturdasi,Uttara-Shaada,Garaja,Ayushman,"24 7'39""",Makara
09-05-2018,3031,Navami,Dhanista,Taitula,Bramha,"24 6'36""",Kumbha
27-07-2017,3029,Chavithi,Pubha,Vishti,Parigha,"24 6'3""",Simha
27-03-2018,3028,Dasami,Pushyami,Garaja,Sukarman,"24 6'32""",Karkataka
22-12-2017,3024,Chavithi,Sravanam,Vanija,Vyaghata,"24 6'20""",Makara
02-03-2018,3024,Punnami,Pubha,Bawa,Sukarman,"24 6'30""",Simha
14-05-2018,3024,Chaturdasi,Ashwini,Vishti,Ayushman,"24 6'37""",Mesha
18-06-2019,3023,Padyami,Mula,Balava,Sukla,"24 7'30""",Dhanu
06-06-2019,3023,Thadiya,Punarwasu,Garaja,Ganda,"24 7'28""",Mithuna
24-08-2018,3021,Trayodasi,Uttara-Shaada,Taitula,Saubhagya,"24 6'52""",Makara
23-04-2019,3021,Chaviti,Jyesta,Balava,Variyan,"24 7'22""",Vrushchika
13-04-2018,3019,Dvadasi,Satabhisham,Taitula,Sukla,"24 6'33""",Kumbha
07-03-2019,3017,Padyami,Purva-Bhadra,Kimstughana,Sadhya,"24 7'17""",Kumbha
28-02-2018,3017,Trayodasi,Pushyami,Kaulava,Sobhana,"24 6'29""",Karkataka
04-07-2022,3016,Panchami,Makha,Bawa,Siddhi,"24 10'7""",Simha
17-12-2018,3014,Navami,Uttara-Bhadra,Kaulava,Vyatipata,"24 7'6""",Meena
09-08-2018,3006,Dvadasi,Aarudra,Taitula,Vajra,"24 6'51""",Mithuna
08-11-2017,3004,Panchami,Aarudra,Kaulava,Siddha,"24 6'13""",Mithuna
14-04-2020,3002,Sapthami,Purva-Shada,Vishti,Siva,"24 8'10""",Dhanu
04-04-2019,2998,Chaturdasi,Purva-Bhadra,Sakuna,Bramha,"24 7'20""",Meena
20-02-2022,2997,Chaviti,Hasta,Bawa,Soola,"24 9'48""",Kanya
29-05-2022,2993,Chaturdasi,Bharani,Vishti,Atiganda,"24 10'0""",Mesha
10-01-2018,2993,Navami,Chitta,Taitula,Sukarman,"24 6'23""",Tula
10-04-2018,2988,Navami,Sravanam,Garaja,Siddha,"24 6'33""",Makara
30-01-2019,2987,Dasami,Anuradha,Vanija,Vridhi,"24 7'13""",Vrushchika
06-10-2020,2987,Chaviti,Kruthika,Balava,Siddhi,"24 8'34""",Vrushabha
04-09-2021,2987,Dvadasi,Pushyami,Taitula,Variyan,"24 9'23""",Karkataka
22-11-2016,2987,Ashtami,Makha,Kaulava,Vaidhruthi,"24 5'30""",Simha
05-01-2022,2986,Thadiya,Sravanam,Taitula,Vajra,"24 9'41""",Makara
15-11-2017,2986,Dvadasi,Hasta,Taitula,Prithi,"24 6'14""",Kanya
22-08-2019,2985,Shasti,Bharani,Vanija,Vridhi,"24 7'40""",Mesha
23-08-2018,2985,Dvadasi,Purva-Shada,Balava,Ayushman,"24 6'52""",Dhanu
01-08-2018,2981,Chaviti,Purva-Bhadra,Balava,Atiganda,"24 6'49""",Kumbha
08-08-2018,2980,Ekadasi,Mrugasira,Balava,Vyaghata,"24 6'50""",Mithuna
18-04-2019,2977,Chaturdasi,Hasta,Garaja,Vyaghata,"24 7'21""",Kanya
15-08-2018,2974,Chavithi,Hasta,Vishti,Sadhya,"24 6'51""",Kanya
21-05-2018,2974,Sapthami,Aslesha,Garaja,Vridhi,"24 6'38""",Karkataka
04-09-2022,2974,Ashtami,Jyesta,Bawa,Vishkambha,"24 10'16""",Vrushchika
09-01-2019,2972,Thadiya,Dhanista,Taitula,Vajra,"24 7'10""",Makara
10-05-2019,2972,Shasti,Punarwasu,Kaulava,Soola,"24 7'24""",Mithuna
27-10-2017,2970,Sapthami,Uttara-Shaada,Garaja,Dhrithi,"24 6'12""",Dhanu
26-04-2019,2968,Sapthami,Uttara-Shaada,Vishti,Sadhya,"24 7'22""",Dhanu
27-08-2018,2966,Padyami,Satabhisham,Balava,Sukarman,"24 6'53""",Kumbha
25-06-2018,2966,Dvadasi,Visakha,Balava,Sadhya,"24 6'44""",Vrushchika
16-03-2020,2965,Sapthami,Jyesta,Bawa,Siddhi,"24 8'7""",Vrushchika
18-01-2019,2964,Dvadasi,Rohini,Bawa,Sukla,"24 7'11""",Vrushabha
17-01-2021,2964,Chavithi,Satabhisham,Vishti,Variyan,"24 8'50""",Kumbha
26-03-2020,2963,Vidhiya,Revathi,Balava,Indra,"24 8'8""",Meena
29-05-2019,2962,Dasami,Uttara-Bhadra,Vanija,Prithi,"24 7'27""",Meena
15-04-2019,2962,Dasami,Aslesha,Garaja,Soola,"24 7'21""",Karkataka
09-03-2020,2961,Chaturdasi,Makha,Vanija,Dhrithi,"24 8'6""",Simha
22-02-2019,2957,Thadiya,Uttara,Vishti,Soola,"24 7'16""",Kanya
13-06-2019,2957,Ekadasi,Chitta,Vanija,Variyan,"24 7'29""",Tula
09-02-2023,2956,Thadiya,Uttara,Vishti,Sukarman,"24 10'40""",Simha
23-11-2016,2953,Navami,Pubha,Garaja,Vishkambha,"24 5'30""",Simha
20-08-2019,2952,Chaviti,Revathi,Balava,Soola,"24 7'40""",Meena
30-04-2019,2951,Ekadasi,Satabhisham,Bawa,Bramha,"24 7'22""",Kumbha
17-09-2018,2949,Ashtami,Jyesta,Vishti,Ayushman,"24 6'54""",Vrushchika
14-06-2018,2948,Amavasya,Mrugasira,Nagava,Soola,"24 6'42""",Vrushabha
30-03-2018,2946,Chaturdasi,Pubha,Garaja,Ganda,"24 6'32""",Simha
09-05-2019,2945,Panchami,Aarudra,Bawa,Dhrithi,"24 7'24""",Mithuna
07-10-2020,2944,Panchami,Rohini,Kaulava,Vyatipata,"24 8'34""",Vrushabha
22-03-2019,2944,Padyami,Hasta,Kaulava,Vridhi,"24 7'19""",Kanya
05-03-2018,2943,Thadiya,Chitta,Vishti,Vridhi,"24 6'30""",Kanya
09-08-2017,2941,Vidhiya,Dhanista,Taitula,Sobhana,"24 6'4""",Kumbha
01-06-2018,2939,Thadiya,Mula,Vanija,Subha,"24 6'40""",Dhanu
20-06-2019,2938,Thadiya,Uttara-Shaada,Vanija,Indra,"24 7'30""",Makara
